,professor_name,processed_comments
19063,Michelle  Townsel,prof townsel is a really really great proffesor she explains very clearly and tries her best for students to understand she is cool and she always anwers your questions with respect and correctly if she makes mistakes she does not get mad al contrary she thanks when some correct her it is rearly that she makes those mistakes.i highly recomm
19064,Michelle  Townsel,the best teacher had in years keep it up please
19065,Michelle  Townsel,this is the best math teacher ever.if you want to pass take her.the class is extremely easy and she is a cool teacher
19066,Michelle  Townsel,she is the bestestestest teacher ever i love her so much she does not understand how much she helped me in math this semester taken this course once before and failed because i did not like professor toussaint looks exactly like a frog but she helped me earn wonderful grades on test and homework if u do not like make this is who you need
19067,Michelle  Townsel,teach very well
19068,Michelle  Townsel,before this class i really hated math but she helped everything to be so simple and clear she is very patient and the way she teaches is in a manner that even the slowest leaner can understand she will repeat the lesson again and even review before going onto the next lesson totally recommended for those who hate math and want a good teacher
19069,Michelle  Townsel,the worst teacher ever drop the class lost my money the worst experience at miami dade
19070,Michelle  Townsel,you will not regret taking this teacher math is my worst subject and i was able to maintain a b the entire semester she is very helpful and will explain thesame thing a million times until she is sure that everyone understands
19071,Michelle  Townsel,i hated this class even before taking it but made it so clear and easy that i can honestly say i like the class now i thank god i got her as my professor in this class i hope i get to have her as my professor in the next level of math
19072,Michelle  Townsel,one of the nicest people ever never gets angry and is quite knowledged in the subject matter she is very helpful and even though i am horrible at math i passed with an s you will not regret taking her
19073,Michelle  Townsel,she is an awesome teacher she makes it so easy i used to suck really bad at math and now i feel like i know a lot of stuff and feel confident thanks to her awesome
19074,Michelle  Townsel,awesome awesome awesome if you need help there but her style of teaching makes it so that there is really never a need for extra help she rocks
19075,Michelle  Townsel,very helpful and goes through the work very clearly never leaves questions unanswered.is always trying to find out who needs help
19076,Rick  Dukes,dr dukes is always available to help and shows genuine interest in your research topics he explains complex things in a clear way but you do have to pay attention so you know how to ask the right questions his notes are much more helpful than any textbook he assigns
19077,Rick  Dukes,if you can take dukes and avoid lofton do it your life will be so much easier he is a great stats teacher and i hated the subject he is easy and helpful and it is nearly impossible to get an a in any other cj stats course
19078,Rick  Dukes,easy class he is the only sociology teacher with this easy of a class i loved it he is great you have to read the books but they are actual books not text books this class is so simple not even funny
19079,Rick  Dukes,without dr dukes i would not be a researcher today before taking him i was scared of what he taught now i do it for a very good living thank you dr dukes
19080,Rick  Dukes,personality made research methods much more interesting a pleasant man and great professor
19081,Rick  Dukes,this class is difficult he is not always easy to understand and sometimes him and not the topic however passionate about what he teaches willing and available to help you never condescending or mean when you understand patient he listens and he will help you he respects commitment to quality
19082,Rick  Dukes,arrogant ocd personality he guards the passing of a thesis for his pick of students he can be very when sitting on a thesis board he believes that his view of things is the only way his comments really hurt
19083,Rick  Dukes,just when i thought i take another minute of stupid multiple regression dukes assured me that i could wonderful prof and a truly decent human being
19084,Rick  Dukes,only had him once but the university needs more teachers like him
19085,Rick  Dukes,love his animated ways of motivating positive feedback from his students he is really into what he teaches and is very highly thought of by former students and his faculty peers
19086,F  Houston,very boring class no class discussion just lecture
19087,F  Houston,professor houston is the man dont mind the negative comments easy going class cool personable prof
19088,F  Houston,houston is cool in my book i found his class interesting and not boring either i would probably say it was one f the best marketing classes taken at rutgers people understand the capsim simulation used simply because they are to lazy to learn it
19089,F  Houston,extremely unorganized and unfocused sort of absentminded
19090,F  Houston,no comments
19091,F  Houston,no comments
19092,F  Houston,its like he doesnt want to teach he only comes to class cuz he has to its his job he needs to pay the bills i dont recommend him a bit
19093,F  Houston,no comments
19094,Heather  Albanesi,i truly recommend taking this class i have never learned so much her classes are very difficult but definitely manageable her lectures are interesting and funny and she is also very understanding
19095,Heather  Albanesi,dr classes are tough but you learn so much i have taken several both undergrad and graduate level you must do the reading most classes are discussion based she is incredibly supportive of your learning process i highly recommend her classes
19096,Heather  Albanesi,the lectures were so terribly boring she was very unhelpful when i asked questions and seemed more bothered by my inquisition than anything else would not recommend
19097,Heather  Albanesi,heather is awesome not easy but she is not that hard either if taking modern theory make sure to read everything in order to get a high grade every point counts because she grades right down to the the readings are dry and horrible but she makes the best of it and keeps you engaged make her like you a good networking contact
19098,Heather  Albanesi,dr albanesi is by far the greatest professor that i have taken at uccs i thought i was going to hate this class but she made it incredibly interesting and it ended up being one of the best classes that i have taken during my undergrad she is incredibly knowledgeable and her lectures are riveting
19099,Heather  Albanesi,hands down one of the best instructors come across in a long time she goes above and beyond to help her students shes extremely nice and her lectures really help explain difficult concepts and theories material is difficult if very little experience with theory but instructor provides engaging discussion to help learn and apply theory
19100,Heather  Albanesi,great professor she is very smart and very nice class lectures and discussions make sometimes difficult readings much more understandable
19101,Heather  Albanesi,there is a lot of reading within this class and it is pretty tough interesting topics a great professor knows the information very well the class discussion is a good way to learn a variety of ideas
19102,Heather  Albanesi,awesome professor smart funny and enjoyable classes thanks heather
19103,Heather  Albanesi,really exciting teacher very intense topics and use of knowledge but very flexible on so many aspects of the class the best advantage in her classes is be honest and never be afraid to defend your theories
19104,Heather  Albanesi,great professor
19105,Heather  Albanesi,very knowledgeable in her field of study and teaching excellent coherent lectures that greatly help the understanding of the readings lots of reading tests were not too bad if you study enough do not have to take the final if you have a or above by the last week nice class learned a
19106,Heather  Albanesi,lots of reading but if you pay attention the class too bad when i took it she let anyone who had above an not take the final so my entire grade was from two point quizes a point midterm and a point essay
19107,Heather  Albanesi,a good professor and she makes the topics interesting she teaches from power point a lot but it works for her there is a lot of focus on homosexuals and the class is a little more interesting when you can relate it to yourself a lot of reading but it can be a pretty easy a
19108,Heather  Albanesi,i like her she does talk very very fast lol but she is entertaining and out me to sleep very smart smart woman funny too some of the stuff she says is so off the wall and out of nowhere when she does to make a point but like lol that was funny
19109,Heather  Albanesi,no comments
19110,Heather  Albanesi,no comments
19111,Heather  Albanesi,i had this prof for both social theory classes and she is a great teacher has a very extensive grasp of theory good relationship with students and very willing to help anyone who asks she challenges enough to be considered tough but not to the point where students are overwhelmed a definite asset to the school and the department
19112,Heather  Albanesi,no comments
19113,Heather  Albanesi,no comments
19114,Bonnie  Johnson,she is a rude person and a awful teacher
19115,Bonnie  Johnson,treats us like we are already in the industry half of the things she tries to teach you are irrelevant to the the material the problems on the tests are not like anything she ever goes over in classthey are harder trust me i used to get straight in math and i almost failed this class drop it now unless you have industry experience
19116,Bonnie  Johnson,i made the mistake of ignoring rmp.com prior to taking this teacher i should have dropped this professor like everyone said this is potentially one of my least favorite profesors at fit drop now if you have her
19117,Bonnie  Johnson,if you like teachers who are understandable repeat information and explanations when needed and get the point then drop her class the worst decision i ever made was staying in it
19118,Bonnie  Johnson,i always read comments that say drop this class but seriously drop this class worst teacher ive ever had at fit sets up the class for you to fail talks more about her bmw than math
19119,Bonnie  Johnson,she is the worst teacher drop her class she does not know how to teach and wastes time talking about nothing she makes the class so much more difficult then it has to be
19120,Bonnie  Johnson,drop her class she is one of the worst teachers had here she goes on rants about unrelevant stuff and confuses the crap out of you if you actually want to learn something get a good grade or actually by some chance enjoy math do not keep her as a teacher
19121,Bonnie  Johnson,worst ever drop the class honestly she is so confusing and her class is the most boring thing ever everyone in the class looks at each other like what the heck is going on so not just me her tests are hard she thinks teaching but really not stay away
19122,Bonnie  Johnson,worst professor ever had drop this class asap
19123,Bonnie  Johnson,this was the worst class i have ever taken at fit a nice woman and she knows about the industry but she does not know how to effectively teach i had to teach myself the whole semester using the textbook because her methods were terrible i suggest dropping this class
19124,Bonnie  Johnson,i aced her class but her exams are hard why she words the problems differently than the hw and quizzes to do well review the exam with her after you take it you will probably get a c to an f go to her office ask for your exam and question every problem on the exam understand her wording and be fine go forward
19125,Bonnie  Johnson,she is an amazing teacher maths have been so interesting she has a great knowledge about the industry she treats you as an adult and does not believe in spoon feeding which i like.very challanging class
19126,Bonnie  Johnson,surprisingly i got a b.she is unfair and is not the best professor for this class.she is knowledgeable and knows the material but she does not communicate it to the class in an effective manner.it is not the end of the world if you get her but expect an a be willing to teach yourself everything and make sure you memorize those formulas
19127,Bonnie  Johnson,she is a smart woman but a difficult teacher because she know how to explain things to students who are not strong in math
19128,Bonnie  Johnson,bonnie and i did not make a good match nice lady and she means well but end up teaching yourself everything from the book and then become lost because her test questions will be in a completely different format i struggled but survived in the end however i would never do it again
19129,Bonnie  Johnson,horrible teacher nice lady but not a very good teacher she tries to teach she just doesnt know how you end up teaching yourself everything from the book drop the class or stick with it and drop your gpa your choice good luck
19130,Bonnie  Johnson,worst class i ever took at fit i hated bonnie absolutely hated her drop this class the minute you see her name it will bring your gpa down and you will learn nothing as a result
19131,Bonnie  Johnson,this class is not easy at all but not because of her no matter what professor you have its hard youre going to have to do more work than youre used to but shes nice and she has plenty of office hours for extra help she will reexplain if you need during class study for min everyday and you fail this is coming from someone who got a c
19132,Bonnie  Johnson,i think she was ok not excellent but ok the class was not the easiest but she did explain went over problems reviewed for the exams sometimes i think the bad ratings are from students that come to the class unprepared and then blame it on the teacher
19133,Bonnie  Johnson,honestly i hate bonnie johnson with a passion she is the worst teacher ever met she doesnt go over the work you do in your book what kind of teacher makes you learn the work yourself and do homework on what you think you learned and then go over it in class in a completely different way then the book says homework is to reinforce bonnie
19134,Frederick  Kaufman,kaufman is down to earth and willing to provide help if you need it to be honest his intro to philosophy class is the most difficult for me so far because its very systematic and imaginative learning i do not recommend taking this class early in the morning because he solely lectures and drags on for the whole minutes leaving me tired
19135,Frederick  Kaufman,extremely boring and drawn out was quite condescending and rude at times although he gives decent study guides the tests are still quite hard although i will say that there is no homework aside from readings that are covered in class that being said i still was not a huge fan
19136,Frederick  Kaufman,his voice just that interesting and he seems to daydream into space a lot i found myself getting distracted because i focus on what he was teaching the subject itself is pretty complex and therefore i personally need an enthusiastic funny teacher especially in the morning
19137,Frederick  Kaufman,his voice just that interesting and he seems to doze into space a lot i found myself getting distracted because i focus on what he was teaching the subject itself is pretty complex and therefore i personally need an enthusiastic funny teacher especially in the morning
19138,Frederick  Kaufman,passionate extremely involved in the topics and theories very expressive in presenting information great class
19139,Frederick  Kaufman,great professor amazing inspirational do not take him if not interested in philosophy
19140,Frederick  Kaufman,a really smart guy and a good teacher really god at making discussions interesting and i think monotone at all if you show an interest in the subject he will respond with great positivity
19141,Frederick  Kaufman,he was really bland and drawn out i suggest taking him unless you have to
19142,Frederick  Kaufman,frederick is exactly what i expected in a philosophy professor he takes long drawn out pauses in midsentence while he stares into the distance he speaks in a similar drawnout tone and he will ponder minutiae until the end of time overall a pretty decent professor not terribly easy not terribly difficult just decent
19143,Frederick  Kaufman,kaufmans great really interested in his students and really passionate about his work smart and fair if you like philosophy like him
19144,Frederick  Kaufman,he is a good guy a fair grader and an interesting lecturer a really funny guy and he is open for discussion and student participation all of the time but can sometimes be a little opinionated when teaching the material i recommend him if you want to take an interesting class
19145,Frederick  Kaufman,he is the worst professor i have ever had
19146,Frederick  Kaufman,interesting material but sometimes have to strain to really be interested in it because his voice is monotone like others said not a prof readily available to help either so have to go out of your way there are better professors
19147,Frederick  Kaufman,freddy knows how to run a laid back yet thought provoking class he explains theories and hypothetical situatins with great clarity and humor tests are a bit hard but assignments are rare except for reading this class or any with kauf for that matter is worth taking whatever your major is
19148,Frederick  Kaufman,kaufman is very easygoing and his open class discussion instead of lecture keeps me awake and involved in class motivating me to express my opinions and thoughts if not interested in class discussion though it can get pretty boring his voice does have a slight drone to it but he can be funny
19149,Frederick  Kaufman,grades consistently so i guess i figured out how to write to make my grades better i can see people wanting to grow up to be him i think as far as class goes his open discussion instead of lecture is my ideal format for philosophy classes
19150,Frederick  Kaufman,i want to become this man had a couple of classes with him and simply amazing in upper level courses expect to write something every week but let that scare you off really not a strain
19151,Frederick  Kaufman,thought the class was very good he can be a bit monotone at times but the converstaions are always interesting for a intro class i would say it was great the tests can be a little challenging but they are managable overall i suggest this course
19152,Frederick  Kaufman,overall the class is manageable if you want him to help you have to go out of your way to ask for it exam questions can be worded a bit tricky but all pretty much the same his voice is funny and he speaks in a drawn out manner
19153,Frederick  Kaufman,this guy seems to know his stuff really well but he is not an exciting lecturer at least in the morning snooze fest
19154,Linda  Toth,this is the worst professor i have ever taken at this university is very monotone and hard to pay attention to her grading make any sense and is very unfair been trying to get her fired but unfortunately she done anything illegal
19155,Linda  Toth,i wrote my paper for this class before the semester started and did well with it she gives weekly quizzes instead of something like or exams and it generally helps keeps grades up she is the sweetest lady with a great sense of humor she is very smart and fun
19156,Linda  Toth,tests are based just off of the notes you take in class write down everything if you can memorize all the notes then you should be fine some test questions are confusing gives a maximum of percentage points for extra credit attend class every session that it is held and you will receive another bonus point overall a pretty good teacher
19157,Linda  Toth,this lady is so knowledgable and professional but she keeps you interested and is absolutely hilarious at times no boring power point or online teach yourself know her content and how to really teach
19158,Linda  Toth,super awesome teacher you need to take notes and come to class she does take attendance
19159,Linda  Toth,you work hard but you learn toth is an awesome professor
19160,Linda  Toth,epic
19161,Linda  Toth,she makes you work but it is worth it you will get the grade you deserve everyone is treated fairly and equally
19162,Linda  Toth,dr toth is super awesome she makes you work fairly hard but her classes are fun and she is very genuine as a person
19163,Linda  Toth,she is one of my favorites if you learn in dr class you just learn she will go ut of her way to help you and to make the class interesting you get your worth in her classes above all she really does care
19164,Linda  Toth,very boring class.she is so hard and very boring to listen too her voice drones on and on do not take her every class so far i have either and a or b on my transcript except hers i have a c i was so close to failing she lectures but then tells your her tests are not based on her lectures terrible professor she likes to see kids fail
19165,Linda  Toth,toth is absolutely hilarious went into her class not knowing anything about her but very very happy i took her grade is on tests if you are on the boarder of a letter grade she offers extra credit i currently have her for night class and it never last longer than an hour and a half i love going to her class never a dull moment
19166,Linda  Toth,dr toth is a fantastic prof she makes what seems to be a boring subject pretty entertaining she likes to make jokes and will connect with the students if the put in the effort quizzes are fairly simple if you take good notes and skim through the book be in class use good grammer and turn everything in on time and you should get an a
19167,Linda  Toth,dr toth is awesome she was the reason i passed her class she always makes sure you get missed done and turned in and is always there to help there is quite a bit of material and you should always go to class but she is fun to be around especially once you get to know her one of my favorite psych professors
19168,Linda  Toth,she is an interesting professor who knows her discipline well the tests are hard and you do have to come to class and take notes but she is fair in grading
19169,Linda  Toth,dr toth is a nice lady but man her class was boring she gives the notes right on the chalkboard and she talks the whole class she was helpful when you had questions and she was a good prof just a little boring
19170,Linda  Toth,dr toth is awesome i really feel sad about the kids who did not understand her jokes particularly since most of them are psych majors who will likely go on to deal with children you have to comprehend subtlety if you want to work with children dr toth is a great teacher very intelligent fun and openminded and i have a huge crush on her
19171,Linda  Toth,clear funny she cares about students listens to and offers help
19172,Linda  Toth,one of the best on campus
19173,Linda  Toth,she has a very strange sense of humor but i found her very funny very kind and always willing to help i would definitely take her for other classes if i could
19174,Laura  Gagne,my suggestion take history with someone else enough said
19175,Laura  Gagne,kind of a bitter woman and a little mean takes some hard work to get a decent grade but if interested in the subject and willing to do the work work out
19176,Laura  Gagne,very intimidating but still a great teacher she makes the subject interesting i fall asleep in her class once p
19177,Laura  Gagne,cannot stand here she teaches based on her own personal views i attempted to ask for help but all she was concerned about was blowing me off
19178,Laura  Gagne,very funny and nice and she makes this class tolerable she makes you learn without realizing you are learning and she does it while cracking jokes and playing music take a class with her you regret it
19179,Laura  Gagne,sometimes interesting and sometimes boring but at least she makes jokes in class sometimes
19180,Nike  Mizelle,nike is a real gem and she cares very much about her students she is sometimes a bit difficult to communicate with during classes but absolutely hilarious and a little patience goes a long a way
19181,Nike  Mizelle,wonderful
19182,Nike  Mizelle,basically nike is a lot of fun but she is not the best teacher in a formal sense she is very interestng as a perosn though i love her
19183,Nike  Mizelle,i loved nike a lot of fun at the very least
19184,Nike  Mizelle,no comments
19185,Clare  Johnson,professor johnson rarely interacts with the students or uploads announcements i would have to literally look all over the class section on blackboard to find assignments as well as teach myself the material would not recommended this class or professor
19186,Clare  Johnson,my class was once a week and hours stats class she did not give us any homework since the class was so long i think sh explained things well but statistics is just difficult for me as it is for most people she let us use a notecard on one of the tests she really was great though and i recommend her sometimes she would let us out early
19187,Clare  Johnson,i completely disagree with most of the comments about professor johnson the reason all of you think badly about her classes is simply because math is hard i was never good at math but i got an a in her class simply because i payed attention if you do good in her class simply because you did not pay attention
19188,Clare  Johnson,worst professor ever had one of the worst experiences of my life she like to teach or explain anything to you if you had a question or problem with a lecture she is completely useless i think she needs to retire from teaching because i felt very alone in this process and at times helpless when i was stuck on something never again
19189,Clare  Johnson,this was the worst course i have ever taken horrible experience this professor is beyond unhelpful when you get a problem wrong she explain wrong about it and just expects you to come up with the answer out of thin air after she respond to all your emails so it makes it very difficult to communicate with her stay away
19190,Clare  Johnson,take my word for it do not take her she is such a rude person care about her students thoroughly teach if you understand something too bad when you ask questions she will either laugh or not even acknowledge you i learned by asking other students not the arrogant professor please take her please please please
19191,Clare  Johnson,the worst teacher i have ever had when it comes to math she respond to questions and is rude when you ask a question she will simply ignore it the videos she posts are full of mistakes why do teachers teach anymore if they seem to not care about their students
19192,Clare  Johnson,i took math ideas online only take this class of you are really good at math it is really hands off i say i learned anything from the professor i had to teach myself the whole time math ideas is theoretical math meaning work problems puzzles etc this was not for me i am more of a algebra and geometry type
19193,Clare  Johnson,she wrote this to the whole class i will point out where your mistakes are not what you must do to fix them it is your responsibility as part of the learning process to go over the lecture again then you should work the problems in the lecture and compare what you did with what is in the lecture what is the point of a professor then
19194,Clare  Johnson,this class is hard when it have to be she spends an incredible amount of time going over things like how to find mean and median and not enough going over new concepts she does let you use notes for one test and drops your lowest grade i got an a but the class was much more challenging than it should have been
19195,Clare  Johnson,easy class but she is rude not helpful at all tells you your answer is wrong and that be that the lectures can be a bit confusing but the math is not hard to comprehend take her if you feel comfortable with the must take it but she is kind of awful
19196,Clare  Johnson,taking my final class for my math minor which is online never had a problem understanding the subject matter in math classes but this woman really just does not teach she gives videos of her punching in numbers to excel sheets and expects you to understand the bigger picture any messages from her are rude and short with no personality
19197,Clare  Johnson,do not take her for an online course i speak to her teaching in class but she is possibly the rudest inconsiderate online teachers at fit just tells you wrong but not how to fix it has no regard or interest in teaching our class whatsoever
19198,Clare  Johnson,if you have her as your teacher drop out she is the owrst teacher care about her students disrespectful and unwilling to help she enjoys seeing her student fail and is rude she should not be teaching she is one of those teachers that care because she has tenure and cannot be fired
19199,Clare  Johnson,grat teacher very clear good personality to the point goes over material and works on buddy system for in class work no homework though up to you to study for the exams
19200,Clare  Johnson,completely unfair unreasonable and disrespectful i had to beg her to have a meeting with me to discuss a grade when i finally met with her she rushed me out before i could even finish making my point made errors grading my midterm and understand how until i explained step by step how i was correct more than once
19201,Clare  Johnson,i think a nice lady but not the best teacher i took two of her courses so far and both of them were so slow and boring
19202,Clare  Johnson,online mathematical ideas course one of the worst professors in the school not helpful also hard grader i woud say skip
19203,Clare  Johnson,nice
19204,Clare  Johnson,yeah you have to ork but very helpful she knows her stuff
19205,Jeff  Rodgers,he gives homework every night but check it just goes over it in class and calls on people to answer the tests hard unless you pay attention or take any notes he is a really nice guy but really likes his job so is very serious about the class
19206,Jeff  Rodgers,when you first meet him he seems a little stiff and uptight but then he kinda loosens up hes not the funny guy but he is nice dont get the book your wasting your money print out the power points for each class and take notes on them while he is speaking you have test not and then the final and also have to do a presentati
19207,Jeff  Rodgers,he is awesome keep good notes and try to understand be fine this teacher will give examples related to real life so that the science part sticks better i wish i had this teacher for all my classes
19208,Jeff  Rodgers,fair explains and teaches the material well very articulate gives a good challenge nice guy if you have common sense class too hard easier than my high school chem and physics classes by far
19209,Jeff  Rodgers,very nice guy and very knowledgeable different type of person all the head of math depart so you figure the contents are very interesting if you like science take notes or even better just listen to the class and understand very open for questions always willing to answer makes you think fair amount of hw really enjoyed
19210,Jeff  Rodgers,take as much notes as possible his tests are a bit difficult but if you study your notes you can actually do good
19211,Jeff  Rodgers,uptight teacher
19212,Scott  Labarge,professor labarge is simply the best if you want to enjoy learning take him
19213,Scott  Labarge,class is fun and centered around discussion there is a lot of reading but want to do it for the discussions other than participation the rest of the grade is papers if you like to write and discuss philosophy this is a great class
19214,Scott  Labarge,just a solid guy
19215,Scott  Labarge,so passionate about the subject and his students just a really good professor
19216,Scott  Labarge,he is one of the nicest and humble people i have ever met he very helpful with papers attentive to his students and funny do the readings and show that you are working hard and you will get a good great
19217,Scott  Labarge,such a great professor very helpful funny and interesting lectures might get a little boring some days but for the most part the discussions were stimulating and thought provoking reading is pretty dense and heavy but he goes over it pretty clearly and answers all questions definitely turned out to be one of my favorite classes
19218,Scott  Labarge,labarge is the man there is some reading to do but the guy is a great lecturer hilarious and entertaining if you pay attention and read you should be able to get at least an a for papers go in for help he is extremely helpful on papers
19219,Scott  Labarge,awesome teacher if you go in to see hi before a paper is due to get his feedback and help you will get no less than an a he is clear about what he wants and is extremely eager to help his students it is so clear how much he cares for his students he truly wants them to learn and will do anything he can to help them excel take labarge
19220,Scott  Labarge,he is such a funny quirky guy inclass discussions are never boring the readings were long at times but so interesting and he definitely provides a new perspective on the material that you may not have ever considered before he is a great professor and will accept any argument as long as you can back it up with logical statements
19221,Scott  Labarge,he is funny and clear in lectures he makes classics more fun than it should be quite the slow grader but understandable since he has young children at home
19222,Scott  Labarge,really great guy he is very passionate about philosophy and is very attentive to the students needs a lot of class discussion and be sure to speak up a lot so he can get to know you it will help you out when you need to talk to him or if you need letters of recommendation a lot of reading not always interesting but topics were fascinating
19223,Scott  Labarge,very caring professor and class is usually a debate be careful though if your views differ from the majority and especially his if you think differently be careful with your arguments he is very sensitive and appreciate a true debate especially if you are very strong and on the opposite side of his beliefs
19224,Scott  Labarge,my favorite prof my first quarter at santa clara very friendly and engaging it made me look forward to going to his class definitely try to take his classes
19225,Scott  Labarge,hands down not only the coolest i have ever had but probably the coolest and yes nerdiest guy i know outside of my own age group the kind of professor you wish you could just hang out with all the time outside of class classes can be a bit heavy on the reading but if you have a chance to take one of them dont pass it by
19226,Scott  Labarge,really funny and explains things very clearly my favorite class
19227,Scott  Labarge,he is a huge nerd but very funny and entertaining there is a lot of reading it is a socratic class so you need to talk and therefore do not need to do the reading all of the time however if you do the reading it will bite you in the ass when it comes to the final he is an easy grader if you do what he says i recommend him
19228,Scott  Labarge,very good teacher very interesting class and very interesting to talk with him he will help you out if you are in need and also makes class very enjoyable very clear with what he teaches and what he expects i definitely think one of the better teachers had at scu even need to buy textbooks he puts them all on angel
19229,Scott  Labarge,he is an amazingly cool guy he is very easy to talk to and even though he does not have a lot of extra time to spare if you need help he will find time for you always
19230,Scott  Labarge,the reading assignments were ridiculously long and a lot of them were very dry but after the first few classes you realized that he gives a synopsis of the assignment every day so you really have to read them all very popular during office hours so get therer early and be prepared to wait
19231,Scott  Labarge,possibly the best class i ever had
19232,Richard  O\'Brien,he is a cool guy and he is a fair grader
19233,Richard  O\'Brien,best teacher i ever had
19234,Richard  O\'Brien,my favorite prof at bcc tk him for comp if you get an a lazy do all the work if you get a b you probably belong in college prof ob made learning easynd fun i have no pblem writing research papers in all my classes thanks prof ob
19235,Richard  O\'Brien,best prof in bcc best i ever had in five semesters the man he makes learning fun and interesting take h1s class
19236,Richard  O\'Brien,es techer i ever had interesting every day fun you learn so much now i can write a research paper thank you
19237,Richard  O\'Brien,awesome professor papers exams but all really easy attend class to get the most points and doing all the work which is very little will definitely get you an a
19238,Richard  O\'Brien,this guy is a great teacher he explains the work clearly and all you need to do is write essays which he works with you complete a few worksheets over the semester and pass the final i highly recommend
19239,Richard  O\'Brien,no text book needed so you save whoo the only way to get a bad grade in this class is to not do work if you do the papers you get an a
19240,Richard  O\'Brien,really easy class you do two essay and take two tests one which even count both papers are pages each but he requires you to first turn in a page then page of them so you can expand it into a page as long as you do it you get an a
19241,Richard  O\'Brien,he was an awesome professor this class is very easy and the only way to fail by not doing your work he gives you the grading policy and he is also very helpful and he even let you out of class early if you want to take an easy class he is definitely the professor to have
19242,Richard  O\'Brien,awesome prof if you want to learn how to write this is the man interesting helpful and actually teaches so you learn my favorite at bcc
19243,Richard  O\'Brien,great teacher usually lets us out of class early the only way you can fail his class is if lazy do the work show up get an a
19244,Richard  O\'Brien,very great organized and straight forward professor
19245,Richard  O\'Brien,great teacher super easy and helps with any questions you have we have to buy a text book he is very nice and i would take him again for another class
19246,Richard  O\'Brien,i loved him he cares about his students go to class do the work and get a good grade i went back to school after many years and he helped me more than any other professor fun and interesting i wish i had more classes with him a great professor easy a if you try
19247,Richard  O\'Brien,i finally learned how to write a research paper class is great and you learn so much stuff hes a great teacher and a great guy
19248,Richard  O\'Brien,time flies by do your work and hand it in on time youll learn how to write and will enjoy the class.it was my favorite class
19249,Richard  O\'Brien,good easy professor just do the work and pass he assigned only two papers throughout the semester and all we had to do was edit them every few weeks he also teaches basic grammar which was extremely easy and it helped me improve my writing he can be a bit boring with his lectures though
19250,Richard  O\'Brien,not impressed i do agree that he is easy and i do love the way he teaches but unfortunately he seem very sympathetic towards students with disabilities
19251,Richard  O\'Brien,my highschool guidance counselor told me that he is the best teacher at bergen he is great and makes class interesting and real
19252,Roger  Colcord,horrible teacher ask questions his answer is either i think so or no i show examples cause it would take too much class time i think taking a week to go over the intro of each chapter takes more class time no one pays attention or shows up for lectures only good thing is he curves every test
19253,Roger  Colcord,i highly suggest that you take his online course very unorganized and is unclear with directions he takes forever to respond to emails he also grades your group as a whole for discussions instead of individually so you can get screwed over if your group participate which i thought was so unfair online exams are very difficult
19254,Roger  Colcord,do not take him weeks to read the syllabus to us word for word days to split up the class into equal groups that you never talk to tests are online but impossible to pay attention in class so not easy very rude spends the first half hour of a minute class going over everything we did the day before miserable save yourself
19255,Roger  Colcord,literally the most rude professor ive ever had
19256,Roger  Colcord,well took two weeks for the syllabus a week and a half to split up into groups that you literally will never talk to he does not know how to answer questions well however does give extra points back on exams if many people argue the questions
19257,Roger  Colcord,alrighty where to start i guess at the very beginning the first class or should i say the first three classes were spent on just the syllabus seriouslly he read word for word i forgot we are in college and read very rude to other instructors not very computer knowledgeable took classes to split class of in to groups
19258,Roger  Colcord,whatever you do drink an amp or something before class he is soo boring and very repetitive and it also took us literally two classes to divide into groups but the class is fairly easy all exams are online and open book
19259,Roger  Colcord,avoid him at all costs
19260,Roger  Colcord,seriously save yourself an awful semester and avoid him at all cost also the book is pointless and so sick of hearing him repeat himself times im trying to save you take this
19261,Roger  Colcord,after weeks of boring mono tone repetative colcord i finally had enough you want to know how boring it is he went over the syllabus for a week and a half class meetings and im not kidding it took him minutes to divide the student class into groups he uses all his material online like i signed up for an online course
19262,Roger  Colcord,very nice prof
19263,Roger  Colcord,uninteresting way of presenting interesting material
19264,Roger  Colcord,dr colcord repeats everything at least times i reccommend that you buy the book because he rarely uses it he takes attendance randomly throughout the semester for a grade i found the material taught interesting but how it was delivered was very very dry
19265,Roger  Colcord,okay seriously buy the book you ever use it a pretty easy class a great guy and he explains everything a couple times very clearly so if you go to class be fine
19266,Roger  Colcord,try to take copper for this class instead because he know how he wants to teach his class
19267,Roger  Colcord,dr colcord is a real nice guy and his class in general is pretty easy his tests and exams are awesome as he has a curve which saved me on both of them you can get away with not going to class some of the time but id go days out out of the three always there to help you out
19268,Roger  Colcord,no comments
19269,Cathy  Stephan,great teacher and very helpful always gives prompt email help and the papers arent really that hard
19270,Cathy  Stephan,awesome woman and teacher very clear about topics and what is important to understand for exams open to new ideas and methods and allows for a lot of extra credit definitely recommended as a teacher for any class
19271,Cathy  Stephan,best professor ever had
19272,Cathy  Stephan,cathy is the best instructor for psychology she wants people to understand the concept of things and not just memorize however the quizzes can be a little tricky if you do not pay attention she gives fun assignments in and out
19273,Cathy  Stephan,very knowledgable and pretty funny the best explainer and is terrible with answering questions in class gives a lot of small papers and tough quizzes but grades decently class can be boring at times and never gets cancelled
